vehicle_number,leave_time,train,route_number,direction,service_key,trip_number,stop_time,arrive_time,dwell,location_id,door,lift,ons,offs,estimated_load,maximum_speed,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,Date,PDX_TRIP
3227,21635,7867,78,1,U,1010,21600,21635,0,9545,2,0,0,0,0,3,13.94,0,0,7645465.81,647101.01,2,5,2023-01-29,247312552
3227,21664,7867,78,1,U,1010,21616,21655,5,3363,2,0,0,0,0,15,14.01,492,0,7645524.46,646740.55,2,2,2023-01-29,247312552
3227,21703,7867,78,1,U,1010,21660,21703,0,7,0,0,0,0,0,30,14.27,1814,0,7644245.82,646883.23,2,2,2023-01-29,247312552
3227,21728,7867,78,1,U,1010,21682,21728,0,4,0,0,0,0,0,29,14.4,2464,0,7643552.17,647039.77,2,2,2023-01-29,247312552
3227,21770,7867,78,1,U,1010,21728,21770,0,1221,0,0,0,0,0,29,14.66,3852,0,7642650.67,647879.24,2,2,2023-01-29,247312552
3227,21791,7867,78,1,U,1010,21763,21791,0,1219,0,0,0,0,0,36,14.86,4885,0,7641632.53,647907.47,2,2,2023-01-29,247312552
3227,21818,7867,78,1,U,1010,21811,21818,0,1223,0,0,0,0,0,38,15.14,6332,0,7640031.82,647990.19,2,2,2023-01-29,247312552
3227,21837,7867,78,1,U,1010,21846,21837,0,1227,0,0,0,0,0,37,15.33,7379,0,7638949.15,648025.04,2,2,2023-01-29,247312552
3227,21846,7867,78,1,U,1010,21867,21846,0,1231,0,0,0,0,0,38,15.43,8009,0,7638675.89,648044.86,2,2,2023-01-29,247312552
3227,21857,7867,78,1,U,1010,21889,21857,0,1233,0,0,0,0,0,39,15.54,8661,0,7637864.54,648309.83,2,2,2023-01-29,247312552
3227,21883,7867,78,1,U,1010,21934,21883,0,1226,0,0,0,0,0,36,15.8,10013,0,7636640.55,648803.47,2,2,2023-01-29,247312552
3227,21895,7867,78,1,U,1010,21953,21895,0,1229,0,0,0,0,0,34,15.91,10581,0,7636146.66,648859.99,2,2,2023-01-29,247312552
3227,21922,7867,78,1,U,1010,21978,21922,0,1220,0,0,0,0,0,33,16.05,11358,0,7635282.25,648647.25,2,2,2023-01-29,247312552
3227,21947,7867,78,1,U,1010,22005,21947,0,3138,0,0,0,0,0,28,16.2,12165,0,7635509.08,649241.04,2,2,2023-01-29,247312552
3227,21971,7867,78,1,U,1010,22035,21971,0,3133,0,0,0,0,0,32,16.38,13048,0,7635449.22,650076.82,2,2,2023-01-29,247312552
3227,22016,7867,78,1,U,1010,22093,22016,0,3135,0,0,0,0,0,29,16.72,14803,0,7634088.58,650048.4,2,2,2023-01-29,247312552
3227,22032,7867,78,1,U,1010,22115,22032,0,10305,0,0,0,0,0,28,16.83,15440,0,7633523.5,649980.0,2,2,2023-01-29,247312552
3227,22041,7867,78,1,U,1010,22130,22041,0,3129,0,0,0,0,0,30,16.91,15896,0,7633200.94,650251.82,2,2,2023-01-29,247312552
3227,22064,7867,78,1,U,1010,22164,22064,0,3132,0,0,0,0,0,33,17.11,16932,0,7632614.15,651216.25,2,2,2023-01-29,247312552
3227,22093,7867,78,1,U,1010,22206,22093,0,3126,0,0,0,0,0,31,17.35,18176,0,7632446.29,652228.99,2,2,2023-01-29,247312552
3227,22168,7867,78,1,U,1010,22317,22168,0,7579,0,0,0,0,0,34,17.98,21522,0,7630563.35,654413.8,2,2,2023-01-29,247312552
3227,22360,7867,78,1,U,1010,22502,22353,5,3392,2,0,0,0,0,30,19.02,27077,0,7627262.32,654413.9,2,2,2023-01-29,247312552
3227,22384,7867,78,1,U,1010,22535,22384,0,3388,0,0,0,0,0,24,19.16,28068,0,7626900.66,653983.69,2,2,2023-01-29,247312552
3227,22415,7867,78,1,U,1010,22552,22415,0,3389,0,0,0,0,0,17,19.26,28566,0,7626819.7,653361.13,2,2,2023-01-29,247312552
3227,22481,7867,78,1,U,1010,22605,22481,0,13210,0,0,0,0,0,25,19.57,30164,0,7625470.84,653094.78,2,2,2023-01-29,247312552
3227,22496,7867,78,1,U,1010,22628,22496,0,7846,0,0,0,0,0,34,19.7,30866,0,7625434.32,652382.0,2,2,2023-01-29,247312552
3227,22543,7867,78,1,U,1010,22677,22543,0,7848,0,0,0,0,0,25,19.98,32326,0,7625373.51,650897.38,2,2,2023-01-29,247312552
3227,22585,7867,78,1,U,1010,22700,22585,0,13736,0,0,0,0,0,19,20.11,33002,0,7624795.89,650739.11,2,2,2023-01-29,247312552
3227,22734,7867,78,1,U,1010,22786,22734,0,2817,0,0,0,0,0,33,20.55,35604,0,7623848.09,649555.68,2,2,2023-01-29,247312552
3227,22783,7867,78,1,U,1010,22815,22758,20,2810,2,0,1,0,1,28,20.69,36473,0,7623233.92,649847.1,2,2,2023-01-29,247312552
3227,22813,7867,78,1,U,1010,22850,22813,0,2811,0,0,0,0,1,28,20.9,37516,0,7622341.84,650183.15,2,2,2023-01-29,247312552
3227,22850,7867,78,1,U,1010,22896,22850,0,2816,0,0,0,0,1,33,21.17,38898,0,7620942.35,650997.41,2,2,2023-01-29,247312552
3227,22918,7867,78,1,U,1010,22939,22918,0,1122,0,0,0,0,1,24,21.41,40177,0,7620201.98,650641.76,2,2,2023-01-29,247312552
3227,23036,7867,78,1,U,1010,22980,22978,13,8209,2,0,0,0,1,24,21.63,41417,0,7619527.12,651211.11,2,4,2023-01-29,247312552
3227,23197,7867,78,1,U,1010,23038,23116,51,3655,2,0,2,0,4,19,21.83,42700,0,7619811.1,651812.25,2,2,2023-01-29,247312552
3227,23365,7867,78,1,U,1010,23116,23315,40,13933,2,0,0,2,2,21,22.14,44446,0,7620734.83,652910.83,2,2,2023-01-29,247312552
3227,23397,7867,78,1,U,1010,23166,23397,0,13934,0,0,0,0,2,33,22.36,45564,0,7620704.21,654044.21,2,2,2023-01-29,247312552
3227,23434,7867,78,1,U,1010,23232,23434,0,14052,0,0,0,0,2,38,22.65,47034,0,7620693.55,655531.57,2,2,2023-01-29,247312552
3227,23449,7867,78,1,U,1010,23261,23449,0,13935,0,0,0,0,2,28,22.76,47671,0,7620703.38,656202.42,2,2,2023-01-29,247312552
3227,23496,7867,78,1,U,1010,23296,23470,18,13992,2,0,2,0,4,27,22.89,48465,0,7620739.8,656887.48,2,2,2023-01-29,247312552
3227,23525,7867,78,1,U,1010,23339,23525,0,2264,0,0,0,0,4,26,23.08,49429,0,7620947.99,657829.61,2,2,2023-01-29,247312552
3227,23540,7867,78,1,U,1010,23364,23540,0,2287,0,0,0,0,4,25,23.19,49984,0,7621001.24,658336.94,2,2,2023-01-29,247312552
3227,23553,7867,78,1,U,1010,23388,23553,0,2298,0,0,0,0,4,28,23.29,50522,0,7620466.21,658665.99,2,2,2023-01-29,247312552
3227,23565,7867,78,1,U,1010,23409,23565,0,2307,0,0,0,0,4,27,23.38,50991,0,7620111.35,658828.05,2,2,2023-01-29,247312552
3227,23582,7867,78,1,U,1010,23441,23582,0,2311,0,0,0,0,4,28,23.51,51686,0,7619370.92,659173.48,2,2,2023-01-29,247312552
3227,23604,7867,78,1,U,1010,23480,23604,0,12402,0,0,0,0,4,28,23.67,52556,0,7618651.76,659552.99,2,2,2023-01-29,247312552
3227,23667,7867,78,1,U,1010,23535,23667,0,13582,0,0,0,0,4,23,23.88,53786,0,7617820.11,659447.66,2,2,2023-01-29,247312552
3227,23756,7867,78,1,U,1010,23580,23733,13,9650,2,0,0,2,2,14,24.04,54790,0,7617388.82,659356.24,2,4,2023-01-29,247312552
3227,23816,7867,78,1,U,1010,23620,23816,0,6175,0,0,0,0,2,20,24.27,55906,0,7617022.75,660274.79,2,2,2023-01-29,247312552
3227,23874,7867,78,1,U,1010,23656,23874,0,2295,0,0,0,0,2,21,24.47,56926,0,7616545.98,660999.51,2,2,2023-01-29,247312552
3227,23881,7867,78,1,U,1010,23672,23881,0,5160,0,0,0,0,2,23,24.52,57375,0,7616685.18,661319.84,2,2,2023-01-29,247312552
3227,23906,7867,78,1,U,1010,23709,23906,0,5168,0,0,0,0,2,30,24.72,58432,0,7617096.39,662292.31,2,2,2023-01-29,247312552
3227,23922,7867,78,1,U,1010,23731,23922,0,5170,0,0,0,0,2,27,24.84,59062,0,7617316.21,662832.49,2,2,2023-01-29,247312552
3227,23938,7867,78,1,U,1010,23754,23938,0,5173,0,0,0,0,2,29,24.96,59711,0,7617531.98,663384.1,2,2,2023-01-29,247312552
3227,23949,7867,78,1,U,1010,23771,23949,0,5181,0,0,0,0,2,29,25.05,60164,0,7617689.47,663771.76,2,2,2023-01-29,247312552
3227,23999,7867,78,1,U,1010,23812,23984,10,5175,2,0,1,0,3,27,25.25,61322,0,7618151.1,664897.12,2,2,2023-01-29,247312552
3227,24076,7867,78,1,U,1010,23867,24076,0,14158,0,0,0,0,3,27,25.57,62890,0,7617188.27,665473.96,2,2,2023-01-29,247312552
3227,24201,7867,78,1,U,1010,23964,24201,0,13937,0,0,0,0,3,29,26.1,65623,0,7614303.36,665555.61,2,2,2023-01-29,247312552
3227,24225,7867,78,1,U,1010,23997,24225,0,9781,0,0,0,0,3,26,26.28,66555,0,7613362.62,665577.94,2,2,2023-01-29,247312552
3227,24279,7867,78,1,U,1010,24062,24279,0,9782,0,0,0,0,3,27,26.59,68379,0,7612053.02,665804.87,2,2,2023-01-29,247312552
3227,24316,7867,78,1,U,1010,24112,24316,0,13938,0,0,0,0,3,28,26.86,69790,0,7612109.88,667368.76,2,2,2023-01-29,247312552
3227,24360,7867,78,1,U,1010,24153,24360,0,3455,0,0,0,0,3,24,27.08,70968,0,7612140.39,668593.45,2,2,2023-01-29,247312552
3227,24372,7867,78,1,U,1010,24173,24372,0,3580,0,0,0,0,3,27,27.17,71506,0,7612151.76,668992.53,2,2,2023-01-29,247312552
3227,24390,7867,78,1,U,1010,24198,24390,0,3585,0,0,0,0,3,26,27.3,72221,0,7612174.05,669775.01,2,2,2023-01-29,247312552
3227,24414,7867,78,1,U,1010,24229,24414,0,3583,0,0,0,0,3,26,27.47,73087,0,7612203.36,670543.07,2,2,2023-01-29,247312552
3227,24436,7867,78,1,U,1010,24256,24436,0,3582,0,0,0,0,3,28,27.62,73862,0,7612228.3,671436.74,2,3,2023-01-29,247312552
3227,24513,7867,78,1,U,1010,24409,24495,7,12944,2,0,0,1,2,22,27.8,74938,0,7612139.46,672325.98,2,2,2023-01-29,247312552
3227,24549,7867,78,1,U,1010,24555,24549,0,8435,0,0,0,0,2,21,27.96,75965,0,7611923.52,673256.41,2,2,2023-01-29,247312552
3227,24589,7867,78,1,U,1010,24660,24589,0,9985,2,0,0,2,0,11,28.05,76703,0,7612245.63,673648.83,2,6,2023-01-29,247312552
3227,25799,7867,78,0,U,1020,25740,25799,0,9985,2,0,0,0,0,0,28.11,0,0,7612245.63,673648.83,2,5,2023-01-29,247312552
3227,25880,7867,78,0,U,1020,25860,25812,58,9981,2,0,1,0,1,10,28.14,200,0,7611947.45,673492.82,2,4,2023-01-29,247312552
3227,25969,7867,78,0,U,1020,25907,25969,0,12945,0,0,0,0,1,18,28.36,1260,0,7612051.35,672430.25,2,2,2023-01-29,247312552
3227,26059,7867,78,0,U,1020,25958,26059,0,8491,0,0,0,0,1,23,28.58,2395,0,7612208.82,671356.32,2,2,2023-01-29,247312552
3227,26090,7867,78,0,U,1020,25994,26090,0,3584,0,0,0,0,1,23,28.71,3212,0,7612184.25,670502.77,2,2,2023-01-29,247312552
3227,26111,7867,78,0,U,1020,26031,26111,0,3586,0,0,0,0,1,29,28.86,4032,0,7612168.02,669752.57,2,2,2023-01-29,247312552
3227,26131,7867,78,0,U,1020,26068,26131,0,3581,0,0,0,0,1,30,29.02,4865,0,7612141.06,668887.06,2,2,2023-01-29,247312552
3227,26167,7867,78,0,U,1020,26097,26167,0,3454,0,0,0,0,1,24,29.14,5522,0,7612115.5,668223.94,2,2,2023-01-29,247312552
3227,26207,7867,78,0,U,1020,26160,26207,0,13931,0,0,0,0,1,27,29.41,6936,0,7612087.25,666817.53,2,2,2023-01-29,247312552
3227,26234,7867,78,0,U,1020,26204,26234,0,9785,0,0,0,0,1,27,29.6,7917,0,7612061.49,665877.21,2,2,2023-01-29,247312552
3227,26293,7867,78,0,U,1020,26278,26293,0,13924,0,0,0,0,1,26,29.92,9573,0,7613464.98,665540.38,2,2,2023-01-29,247312552
3227,26321,7867,78,0,U,1020,26325,26321,0,13925,0,0,0,0,1,27,30.12,10643,0,7614628.1,665522.69,2,2,2023-01-29,247312552
3227,26407,7867,78,0,U,1020,26451,26407,0,14003,0,0,0,0,1,30,30.64,13468,0,7617346.73,665459.64,2,2,2023-01-29,247312552
3227,26476,7867,78,0,U,1020,26532,26476,0,5176,0,0,0,0,1,36,30.99,15292,0,7618034.53,664631.23,2,2,2023-01-29,247312552
3227,26499,7867,78,0,U,1020,26571,26499,0,5180,0,0,0,0,1,25,31.14,16158,0,7617676.19,663783.08,2,2,2023-01-29,247312552
3227,26512,7867,78,0,U,1020,26595,26512,0,5159,0,0,0,0,1,25,31.23,16696,0,7617540.2,663466.3,2,2,2023-01-29,247312552
3227,26530,7867,78,0,U,1020,26623,26530,0,5169,0,0,0,0,1,25,31.35,17329,0,7617269.37,662782.39,2,2,2023-01-29,247312552
3227,26547,7867,78,0,U,1020,26649,26547,0,5167,0,0,0,0,1,24,31.46,17910,0,7617071.57,662303.95,2,2,2023-01-29,247312552
3227,26578,7867,78,0,U,1020,26696,26578,0,5161,0,0,0,0,1,25,31.66,18963,0,7616606.12,661156.47,2,2,2023-01-29,247312552
3227,26648,7867,78,0,U,1020,26758,26648,0,6125,0,0,0,0,1,20,31.9,20351,0,7617014.67,660152.46,2,2,2023-01-29,247312552
3227,26842,7867,78,0,U,1020,26820,26732,92,9652,2,0,0,0,1,21,32.14,21742,0,7617418.37,659302.52,2,4,2023-01-29,247312552
3227,26948,7867,78,0,U,1020,26884,26948,0,9221,0,0,0,0,1,18,32.39,23127,0,7618078.8,659790.89,2,2,2023-01-29,247312552
3227,26986,7867,78,0,U,1020,26924,26986,0,2282,0,0,0,0,1,20,32.55,23993,0,7618772.63,659469.34,2,2,2023-01-29,247312552
3227,27011,7867,78,0,U,1020,26969,27011,0,2312,0,0,0,0,1,28,32.73,24954,0,7619598.46,659057.66,2,2,2023-01-29,247312552
3227,27029,7867,78,0,U,1020,27003,27029,0,2308,0,0,0,0,1,28,32.87,25689,0,7620356.34,658702.63,2,2,2023-01-29,247312552
3227,27044,7867,78,0,U,1020,27030,27044,0,2299,0,0,0,0,1,28,32.99,26283,0,7620890.86,658401.31,2,2,2023-01-29,247312552
3227,27069,7867,78,0,U,1020,27084,27069,0,13581,0,0,0,0,1,30,33.18,27448,0,7620762.92,657501.06,2,2,2023-01-29,247312552
3227,27107,7867,78,0,U,1020,27140,27107,0,13927,0,0,0,0,1,29,33.41,28655,0,7620680.02,656193.23,2,2,2023-01-29,247312552
3227,27127,7867,78,0,U,1020,27178,27127,0,14051,0,0,0,0,1,28,33.56,29475,0,7620702.04,655385.8,2,2,2023-01-29,247312552
3227,27160,7867,78,0,U,1020,27245,27160,0,13928,0,0,0,0,1,33,33.85,30925,0,7620681.56,654005.46,2,2,2023-01-29,247312552
3227,27191,7867,78,0,U,1020,27298,27191,0,13929,0,0,0,0,1,28,34.06,32067,0,7620716.41,652821.98,2,2,2023-01-29,247312552
3227,27442,7867,78,0,U,1020,27368,27418,7,3673,2,0,0,1,0,23,34.3,33583,0,7619954.59,651983.67,2,2,2023-01-29,247312552
3227,27602,7867,78,0,U,1020,27420,27504,74,10180,2,0,2,0,2,17,34.55,34708,0,7619654.62,651187.83,2,4,2023-01-29,247312552
3227,27633,7867,78,0,U,1020,27451,27633,0,1123,0,0,0,0,2,25,34.69,35620,0,7620392.79,650421.94,2,2,2023-01-29,247312552
3227,27680,7867,78,0,U,1020,27492,27680,0,2815,0,0,0,0,2,21,34.91,36850,0,7621049.19,650933.5,2,2,2023-01-29,247312552
3227,27715,7867,78,0,U,1020,27544,27715,0,2812,0,0,0,0,2,38,35.2,38389,0,7622367.28,650156.18,2,2,2023-01-29,247312552
3227,27741,7867,78,0,U,1020,27579,27741,0,12958,0,0,0,0,2,30,35.4,39426,0,7623542.87,649809.67,2,2,2023-01-29,247312552
3227,27768,7867,78,0,U,1020,27606,27768,0,2818,0,0,0,0,2,27,35.54,40200,0,7624034.87,649281.3,2,2,2023-01-29,247312552
3227,27844,7867,78,0,U,1020,27649,27844,0,2496,0,0,0,0,2,23,35.79,41493,0,7624618.0,650022.97,2,2,2023-01-29,247312552
3227,27891,7867,78,0,U,1020,27666,27858,23,2494,2,0,0,1,1,18,35.86,41978,0,7624924.28,649954.26,2,2,2023-01-29,247312552
3227,27949,7867,78,0,U,1020,27714,27949,0,7847,0,0,0,0,1,24,36.11,43396,0,7625379.72,650954.47,2,2,2023-01-29,247312552
3227,27987,7867,78,0,U,1020,27760,27987,0,7849,0,0,0,0,1,28,36.38,44783,0,7625456.78,652506.12,2,2,2023-01-29,247312552
3227,28002,7867,78,0,U,1020,27783,28002,0,7844,0,0,0,0,1,30,36.5,45456,0,7625487.41,653145.75,2,2,2023-01-29,247312552
3227,28075,7867,78,0,U,1020,27840,28075,0,2257,0,0,0,0,1,24,36.82,47142,0,7626932.16,653425.49,2,2,2023-01-29,247312552
3227,28104,7867,78,0,U,1020,27858,28092,5,3387,2,0,0,0,1,20,36.91,47680,0,7626923.37,653876.92,2,2,2023-01-29,247312552
3227,28136,7867,78,0,U,1020,27896,28136,0,3393,0,0,0,0,1,26,37.12,48783,0,7627589.18,654626.6,2,2,2023-01-29,247312552
3227,28305,7867,78,0,U,1020,28087,28305,0,13645,0,0,0,0,1,33,38.23,54455,0,7630514.0,653927.51,2,2,2023-01-29,247312552
3227,28389,7867,78,0,U,1020,28192,28371,13,3125,2,0,1,0,2,37,38.75,57569,0,7632434.53,652203.05,2,2,2023-01-29,247312552
3227,28421,7867,78,0,U,1020,28233,28421,0,672,0,0,0,0,2,28,38.99,58770,0,7632632.89,651150.81,2,2,2023-01-29,247312552
3227,28458,7867,78,0,U,1020,28281,28458,0,3141,0,0,0,0,2,32,39.27,60200,0,7633669.28,649957.77,2,2,2023-01-29,247312552
3227,28484,7867,78,0,U,1020,28315,28484,0,3134,0,0,0,0,2,28,39.46,61211,0,7634483.08,649777.18,2,2,2023-01-29,247312552
3227,28566,7867,78,0,U,1020,28398,28545,13,3137,2,0,1,0,3,35,39.89,63648,0,7635468.6,649197.65,2,2,2023-01-29,247312552
3227,28630,7867,78,0,U,1020,28415,28630,0,3127,0,0,0,0,3,28,39.99,64154,0,7635274.41,648623.76,2,2,2023-01-29,247312552
3227,28655,7867,78,0,U,1020,28444,28655,0,1230,0,0,0,0,3,30,40.16,65013,0,7636056.61,648788.4,2,2,2023-01-29,247312552
3227,28676,7867,78,0,U,1020,28481,28676,0,1225,0,0,0,0,3,37,40.37,66109,0,7637011.17,648615.38,2,2,2023-01-29,247312552
3227,28688,7867,78,0,U,1020,28509,28688,0,1234,0,0,0,0,3,39,40.5,66942,0,7637815.11,648286.38,2,2,2023-01-29,247312552
3227,28700,7867,78,0,U,1020,28532,28700,0,1232,0,0,0,0,3,38,40.62,67621,0,7638326.59,648082.8,2,2,2023-01-29,247312552
3227,28711,7867,78,0,U,1020,28555,28711,0,1228,0,0,0,0,3,40,40.74,68297,0,7638894.57,647982.39,2,2,2023-01-29,247312552
3227,28728,7867,78,0,U,1020,28589,28728,0,1224,0,0,0,0,3,42,40.94,69298,0,7640101.81,647937.96,2,2,2023-01-29,247312552
3227,28788,7867,78,0,U,1020,28677,28788,0,1222,0,0,0,0,3,41,41.45,71909,0,7642867.18,647764.71,2,2,2023-01-29,247312552
3227,28831,7867,78,0,U,1020,28720,28831,0,2,0,0,0,0,3,28,41.69,73182,0,7643696.6,646918.8,2,2,2023-01-29,247312552
3227,28845,7867,78,0,U,1020,28743,28845,0,6,0,0,0,0,3,30,41.8,73868,0,7644274.91,646818.62,2,2,2023-01-29,247312552
3227,28907,7867,78,0,U,1020,28800,28907,0,9545,2,0,0,3,0,33,42.06,75558,0,7645465.11,647094.1,2,6,2023-01-29,247312552
3227,30506,7867,78,1,U,1030,30480,30506,0,9545,2,0,0,0,0,0,42.08,0,0,7645465.11,647094.1,2,5,2023-01-29,247312552
3227,30614,7867,78,1,U,1030,30496,30534,52,3363,2,0,2,0,2,15,42.17,492,0,7645514.75,646723.3,2,2,2023-01-29,247312552
3227,30689,7867,78,1,U,1030,30540,30689,0,7,0,0,0,0,2,26,42.44,1814,0,7644166.46,646873.69,2,2,2023-01-29,247312552
3227,30711,7867,78,1,U,1030,30562,30711,0,4,0,0,0,0,2,25,42.53,2464,0,7643633.73,646978.12,2,2,2023-01-29,247312552
3227,30759,7867,78,1,U,1030,30608,30759,0,1221,0,0,0,0,2,29,42.8,3852,0,7642646.81,647878.98,2,2,2023-01-29,247312552
3227,30780,7867,78,1,U,1030,30643,30780,0,1219,0,0,0,0,2,35,43.0,4885,0,7641649.15,647904.47,2,2,2023-01-29,247312552
3227,30807,7867,78,1,U,1030,30691,30807,0,1223,0,0,0,0,2,36,43.27,6332,0,7640063.72,647982.76,2,2,2023-01-29,247312552
3227,30827,7867,78,1,U,1030,30726,30827,0,1227,0,0,0,0,2,37,43.47,7379,0,7638988.72,648016.3,2,2,2023-01-29,247312552
3227,30838,7867,78,1,U,1030,30747,30838,0,1231,0,0,0,0,2,38,43.59,8009,0,7638448.31,648082.05,2,2,2023-01-29,247312552
3227,30849,7867,78,1,U,1030,30769,30849,0,1233,0,0,0,0,2,38,43.7,8661,0,7637914.44,648274.56,2,2,2023-01-29,247312552
3227,30875,7867,78,1,U,1030,30814,30875,0,1226,0,0,0,0,2,39,43.97,10013,0,7636642.29,648791.75,2,2,2023-01-29,247312552
3227,30887,7867,78,1,U,1030,30833,30887,0,1229,0,0,0,0,2,32,44.08,10581,0,7635940.45,648795.22,2,2,2023-01-29,247312552
3227,30930,7867,78,1,U,1030,30858,30930,0,1220,0,0,0,0,2,25,44.21,11358,0,7635284.07,648638.81,2,2,2023-01-29,247312552
3227,30955,7867,78,1,U,1030,30885,30955,0,3138,0,0,0,0,2,25,44.37,12165,0,7635527.48,649331.72,2,2,2023-01-29,247312552
3227,30978,7867,78,1,U,1030,30915,30978,0,3133,0,0,0,0,2,29,44.54,13048,0,7635361.18,650050.41,2,2,2023-01-29,247312552
3227,31021,7867,78,1,U,1030,30973,31021,0,3135,0,0,0,0,2,29,44.88,14803,0,7634141.68,650046.22,2,2,2023-01-29,247312552
3227,31034,7867,78,1,U,1030,30995,31034,0,10305,0,0,0,0,2,26,44.97,15440,0,7633565.39,649962.44,2,2,2023-01-29,247312552
3227,31043,7867,78,1,U,1030,31010,31043,0,3129,0,0,0,0,2,30,45.05,15896,0,7633231.55,650216.33,2,2,2023-01-29,247312552
3227,31096,7867,78,1,U,1030,31044,31084,8,3132,2,0,0,1,1,30,45.23,16932,0,7632711.12,651100.51,2,2,2023-01-29,247312552
3227,31131,7867,78,1,U,1030,31086,31131,0,3126,0,0,0,0,1,29,45.48,18176,0,7632470.04,652140.07,2,2,2023-01-29,247312552
3227,31233,7867,78,1,U,1030,31197,31233,0,7579,0,0,0,0,1,35,46.14,21522,0,7630566.51,654537.72,2,2,2023-01-29,247312552
3227,31419,7867,78,1,U,1030,31382,31413,4,3392,2,0,0,0,1,32,47.17,27077,0,7627265.31,654420.01,2,2,2023-01-29,247312552
3227,31445,7867,78,1,U,1030,31415,31445,0,3388,0,0,0,0,1,23,47.32,28068,0,7626904.89,653923.39,2,2,2023-01-29,247312552
3227,31475,7867,78,1,U,1030,31432,31475,0,3389,0,0,0,0,1,22,47.42,28566,0,7626853.1,653362.03,2,2,2023-01-29,247312552
3227,31544,7867,78,1,U,1030,31485,31544,0,13210,0,0,0,0,1,27,47.72,30164,0,7625470.49,653109.75,2,2,2023-01-29,247312552
3227,31564,7867,78,1,U,1030,31508,31564,0,7846,0,0,0,0,1,27,47.86,30866,0,7625430.28,652356.58,2,2,2023-01-29,247312552
3227,31602,7867,78,1,U,1030,31557,31602,0,7848,0,0,0,0,1,35,48.13,32326,0,7625367.05,650822.06,2,2,2023-01-29,247312552
3227,31639,7867,78,1,U,1030,31580,31639,0,13736,0,0,0,0,1,15,48.23,33002,0,7624974.46,650723.56,2,2,2023-01-29,247312552
3227,31728,7867,78,1,U,1030,31666,31728,0,2817,0,0,0,0,1,30,48.7,35604,0,7623868.41,649501.5,2,2,2023-01-29,247312552
3227,31750,7867,78,1,U,1030,31695,31750,0,2810,0,0,0,0,1,29,48.87,36473,0,7623180.6,649850.78,2,2,2023-01-29,247312552
3227,31773,7867,78,1,U,1030,31730,31773,0,2811,0,0,0,0,1,31,49.06,37516,0,7622200.86,650266.61,2,2,2023-01-29,247312552
3227,31806,7867,78,1,U,1030,31776,31806,0,2816,0,0,0,0,1,34,49.32,38898,0,7621007.57,650960.2,2,2,2023-01-29,247312552
3227,31885,7867,78,1,U,1030,31819,31885,0,1122,0,0,0,0,1,26,49.57,40177,0,7620129.34,650716.39,2,2,2023-01-29,247312552
3227,31959,7867,78,1,U,1030,31860,31925,5,8209,2,0,0,0,1,26,49.78,41417,0,7619530.56,651150.83,2,4,2023-01-29,247312552
3227,32057,7867,78,1,U,1030,31918,32057,0,3655,0,0,0,0,1,17,49.99,42700,0,7619890.77,651887.71,2,2,2023-01-29,247312552
3227,32236,7867,78,1,U,1030,31996,32219,6,13933,2,0,1,0,2,21,50.29,44446,0,7620733.57,652911.59,2,2,2023-01-29,247312552
3227,32264,7867,78,1,U,1030,32046,32264,0,13934,0,0,0,0,2,31,50.51,45564,0,7620708.23,654141.49,2,2,2023-01-29,247312552
3227,32297,7867,78,1,U,1030,32112,32297,0,14052,0,0,0,0,2,33,50.8,47034,0,7620690.55,655561.93,2,2,2023-01-29,247312552
3227,32318,7867,78,1,U,1030,32141,32318,0,13935,0,0,0,0,2,25,50.92,47671,0,7620704.8,656216.24,2,2,2023-01-29,247312552
3227,32340,7867,78,1,U,1030,32176,32340,0,13992,0,0,0,0,2,26,51.06,48465,0,7620733.68,657062.73,2,2,2023-01-29,247312552
3227,32382,7867,78,1,U,1030,32219,32366,7,2264,2,0,0,1,1,26,51.23,49429,0,7620949.74,657827.74,2,2,2023-01-29,247312552
3227,32397,7867,78,1,U,1030,32244,32397,0,2287,0,0,0,0,1,26,51.34,49984,0,7620997.51,658341.05,2,2,2023-01-29,247312552
3227,32409,7867,78,1,U,1030,32268,32409,0,2298,0,0,0,0,1,33,51.45,50522,0,7620391.55,658704.19,2,2,2023-01-29,247312552
3227,32418,7867,78,1,U,1030,32289,32418,0,2307,0,0,0,0,1,33,51.53,50991,0,7620163.87,658805.78,2,2,2023-01-29,247312552
3227,32433,7867,78,1,U,1030,32321,32433,0,2311,0,0,0,0,1,32,51.66,51686,0,7619522.48,659094.44,2,2,2023-01-29,247312552
3227,32453,7867,78,1,U,1030,32360,32453,0,12402,0,0,0,0,1,32,51.83,52556,0,7618688.52,659536.63,2,2,2023-01-29,247312552
3227,32539,7867,78,1,U,1030,32415,32539,0,13582,0,0,0,0,1,21,52.03,53786,0,7617801.71,659450.37,2,2,2023-01-29,247312552
3227,32660,7867,78,1,U,1030,32460,32608,20,9650,2,0,1,0,2,19,52.2,54790,0,7617386.99,659355.2,2,4,2023-01-29,247312552
3227,32715,7867,78,1,U,1030,32502,32715,0,6175,0,0,0,0,2,21,52.43,55906,0,7617023.4,660298.11,2,2,2023-01-29,247312552
3227,32758,7867,78,1,U,1030,32540,32758,0,2295,0,0,0,0,2,24,52.6,56926,0,7616538.97,660942.08,2,2,2023-01-29,247312552
