trip_id,vehicle_id,longitude,latitude,tstamp,speed
240735329,4210,-122.568617,45.479817,2023-01-18 06:02:37,0
240735329,4210,-122.56914,45.479978,2023-01-18 06:02:42,9.2
240735329,4210,-122.569775,45.480172,2023-01-18 06:02:47,11.0
240735329,4210,-122.570463,45.480395,2023-01-18 06:02:52,11.8
240735329,4210,-122.571192,45.480622,2023-01-18 06:02:57,12.2
240735329,4210,-122.571913,45.48083,2023-01-18 06:03:02,12.2
240735329,4210,-122.57267,45.48105,2023-01-18 06:03:07,12.6
240735329,4210,-122.573393,45.481258,2023-01-18 06:03:12,9.6
240735329,4210,-122.574165,45.481447,2023-01-18 06:03:17,12.6
240735329,4210,-122.574937,45.481635,2023-01-18 06:03:22,12.6
240735329,4210,-122.57569,45.481822,2023-01-18 06:03:27,12.4
240735329,4210,-122.576408,45.482,2023-01-18 06:03:32,12.0
240735329,4210,-122.577043,45.482155,2023-01-18 06:03:37,10.2
240735329,4210,-122.577672,45.48234,2023-01-18 06:03:42,10.6
240735329,4210,-122.578315,45.48259,2023-01-18 06:03:47,11.4
240735329,4210,-122.578902,45.482828,2023-01-18 06:03:52,10.4
240735329,4210,-122.579358,45.483037,2023-01-18 06:03:57,8.4
240735329,4210,-122.579607,45.483147,2023-01-18 06:04:02,4.6
240735329,4210,-122.580397,45.483415,2023-01-18 06:04:37,1.9142857142857144
240735329,4210,-122.580932,45.483618,2023-01-18 06:04:42,9.4
240735329,4210,-122.581478,45.483828,2023-01-18 06:04:47,9.6
240735329,4210,-122.58205,45.484048,2023-01-18 06:04:52,10.2
240735329,4210,-122.58264,45.484278,2023-01-18 06:04:57,10.4
240735329,4210,-122.583142,45.484477,2023-01-18 06:05:02,8.8
240735329,4210,-122.583362,45.48457,2023-01-18 06:05:07,4.0
240735329,4210,-122.584258,45.484867,2023-01-18 06:05:32,3.08
240735329,4210,-122.58491,45.485085,2023-01-18 06:05:37,11.2
240735329,4210,-122.585588,45.485317,2023-01-18 06:05:42,11.6
240735329,4210,-122.58629,45.485553,2023-01-18 06:05:47,12.0
240735329,4210,-122.586973,45.485785,2023-01-18 06:05:52,11.8
240735329,4210,-122.587687,45.486025,2023-01-18 06:05:57,12.2
240735329,4210,-122.588427,45.48628,2023-01-18 06:06:02,12.8
240735329,4210,-122.58912,45.486533,2023-01-18 06:06:07,12.0
240735329,4210,-122.58977,45.486787,2023-01-18 06:06:12,11.6
240735329,4210,-122.590465,45.48707,2023-01-18 06:06:17,12.4
240735329,4210,-122.591217,45.487382,2023-01-18 06:06:22,13.4
240735329,4210,-122.591985,45.487705,2023-01-18 06:06:27,14.0
240735329,4210,-122.592735,45.488018,2023-01-18 06:06:32,13.4
240735329,4210,-122.593468,45.488322,2023-01-18 06:06:37,13.2
240735329,4210,-122.594185,45.488618,2023-01-18 06:06:42,12.8
240735329,4210,-122.594883,45.488908,2023-01-18 06:06:47,12.6
240735329,4210,-122.595567,45.48919,2023-01-18 06:06:52,12.2
240735329,4210,-122.596215,45.489462,2023-01-18 06:06:57,11.6
240735329,4210,-122.596845,45.489722,2023-01-18 06:07:02,11.4
240735329,4210,-122.597423,45.489977,2023-01-18 06:07:07,10.4
240735329,4210,-122.597805,45.490163,2023-01-18 06:07:12,7.2
240735329,4210,-122.59844,45.490393,2023-01-18 06:07:42,1.8333333333333333
240735329,4210,-122.598925,45.490592,2023-01-18 06:07:47,8.8
240735329,4210,-122.599462,45.490843,2023-01-18 06:07:52,10.0
240735329,4210,-122.599992,45.491138,2023-01-18 06:07:57,10.4
240735329,4210,-122.600517,45.491427,2023-01-18 06:08:02,10.2
240735329,4210,-122.60105,45.491723,2023-01-18 06:08:07,10.6
240735329,4210,-122.601578,45.492015,2023-01-18 06:08:12,10.4
240735329,4210,-122.602103,45.492303,2023-01-18 06:08:17,10.2
240735329,4210,-122.602648,45.492607,2023-01-18 06:08:22,10.8
240735329,4210,-122.603032,45.492857,2023-01-18 06:08:27,8.0
240735329,4210,-122.603182,45.492952,2023-01-18 06:08:32,3.0
240735329,4210,-122.603893,45.493302,2023-01-18 06:09:02,2.2666666666666666
240735329,4210,-122.604517,45.493635,2023-01-18 06:09:07,12.2
240735329,4210,-122.605253,45.493965,2023-01-18 06:09:12,13.6
240735329,4210,-122.606005,45.494285,2023-01-18 06:09:17,13.6
240735329,4210,-122.606747,45.494605,2023-01-18 06:09:22,13.4
240735329,4210,-122.607455,45.49492,2023-01-18 06:09:27,13.0
240735329,4210,-122.608065,45.495253,2023-01-18 06:09:32,11.8
240735329,4210,-122.60849,45.495505,2023-01-18 06:09:37,8.6
240735329,4210,-122.608743,45.495643,2023-01-18 06:09:42,4.8
240735329,4210,-122.608953,45.49575,2023-01-18 06:11:42,0.175
240735329,4210,-122.609345,45.496012,2023-01-18 06:11:47,8.6
