trip_id,vehicle_id
231314434.0,3648.0
231314684.0,3648.0
231314213.0,3648.0
231314481.0,3648.0
231314747.0,3648.0
231314234.0,3648.0
231314781.0,3648.0
231314555.0,3648.0
231314815.0,3648.0
231314308.0,3648.0
231314846.0,3648.0
231314623.0,3648.0
231314384.0,3648.0
231284468.0,3166.0
231284674.0,3166.0
231284886.0,3166.0
231284957.0,3166.0
231284744.0,3166.0
231285127.0,3166.0
231284536.0,3166.0
231285201.0,3166.0
231284816.0,3166.0
231285032.0,3166.0
231284389.0,3166.0
231284607.0,3166.0
231285270.0,3166.0
231285080.0,3166.0
231285305.0,3166.0
231284407.0,3166.0
231157589.0,3516.0
231157614.0,3516.0
231157637.0,3516.0
231157740.0,3516.0
231157834.0,3516.0
231157938.0,3516.0
231158033.0,3516.0
231158136.0,3516.0
231158242.0,3516.0
231158343.0,3516.0
231158435.0,3516.0
231193352.0,4050.0
231193376.0,4050.0
231193455.0,4050.0
231193542.0,4050.0
231193736.0,4050.0
231193639.0,4050.0
231193819.0,4050.0
231193902.0,4050.0
231214304.0,3039.0
231214410.0,3039.0
231214492.0,3039.0
231214327.0,3039.0
231413215.0,4210.0
231413338.0,4210.0
231413471.0,4210.0
231413606.0,4210.0
231413733.0,4210.0
231413868.0,4210.0
231414013.0,4210.0
231414138.0,4210.0
231414261.0,4210.0
231414379.0,4210.0
231414498.0,4210.0
231414594.0,4210.0
231413200.0,4210.0
231343225.0,2901.0
231343242.0,2901.0
231343345.0,2901.0
231343367.0,2901.0
231343465.0,2901.0
231343265.0,2901.0
231343388.0,2901.0
231343281.0,2901.0
231343126.0,2901.0
231343310.0,2901.0
231343148.0,2901.0
231343421.0,2901.0
231343162.0,2901.0
231343185.0,2901.0
231343442.0,2901.0
231343202.0,2901.0
231365116.0,3254.0
231365177.0,3254.0
231365239.0,3254.0
231365303.0,3254.0
231365430.0,3254.0
231365492.0,3254.0
231365622.0,3254.0
231365696.0,3254.0
231365829.0,3254.0
231365365.0,3254.0
231365759.0,3254.0
231365886.0,3254.0
231365554.0,3254.0
231365948.0,3254.0
231365041.0,3254.0
231365058.0,3254.0
231247417.0,3741.0
231247472.0,3741.0
231247707.0,3741.0
231247766.0,3741.0
231247289.0,3741.0
231247527.0,3741.0
231247822.0,3741.0
231247307.0,3741.0
231247586.0,3741.0
231247883.0,3741.0
231247361.0,3741.0
231247647.0,3741.0
231247939.0,3741.0
231160789.0,3556.0
231160814.0,3556.0
231160970.0,3556.0
231161224.0,3556.0
231161101.0,3556.0
231160833.0,3556.0
231161339.0,3556.0
231160846.0,3556.0
231160709.0,3556.0
231160718.0,3556.0
231161457.0,3556.0
231160748.0,3556.0
231160757.0,3556.0
231160780.0,3556.0
231403244.0,3940.0
231403457.0,3940.0
231403682.0,3940.0
231403882.0,3940.0
231403922.0,3940.0
231404104.0,3940.0
231403492.0,3940.0
231403707.0,3940.0
231404138.0,3940.0
231403280.0,3940.0
231403517.0,3940.0
231403734.0,3940.0
231404163.0,3940.0
231403960.0,3940.0
231403315.0,3940.0
231403546.0,3940.0
231404187.0,3940.0
231403764.0,3940.0
231403572.0,3940.0
231404014.0,3940.0
231403369.0,3940.0
231403601.0,3940.0
231403827.0,3940.0
231403421.0,3940.0
231403625.0,3940.0
231404065.0,3940.0
231403230.0,3940.0
231403652.0,3940.0
231302362.0,3540.0
231302376.0,3540.0
231302503.0,3540.0
231302624.0,3540.0
231302748.0,3540.0
231303004.0,3540.0
231303263.0,3540.0
231303389.0,3540.0
231302875.0,3540.0
231303132.0,3540.0
231303510.0,3540.0
231328809.0,3956.0
231328969.0,3956.0
231329157.0,3956.0
231328863.0,3956.0
231329027.0,3956.0
231328918.0,3956.0
231329090.0,3956.0
231328796.0,3956.0
231214926.0,3055.0
231215158.0,3055.0
231215276.0,3055.0
231215042.0,3055.0
231215398.0,3055.0
231214811.0,3055.0
231214678.0,3055.0
231214692.0,3055.0
230976603.0,3921.0
230976639.0,3921.0
230976706.0,3921.0
230976790.0,3921.0
230976825.0,3921.0
230976753.0,3921.0
230976862.0,3921.0
230976508.0,3921.0
230976526.0,3921.0
230976558.0,3921.0
230976674.0,3921.0
230976895.0,3921.0
231383753.0,3560.0
231383877.0,3560.0
231384013.0,3560.0
231384142.0,3560.0
231384271.0,3560.0
231384401.0,3560.0
231384542.0,3560.0
231384678.0,3560.0
231384807.0,3560.0
231384936.0,3560.0
231383739.0,3560.0
231221568.0,3235.0
231221206.0,3235.0
231221235.0,3235.0
231221731.0,3235.0
231221885.0,3235.0
231221406.0,3235.0
231329829.0,4001.0
231329840.0,4001.0
231330041.0,4001.0
231330105.0,4001.0
231330374.0,4001.0
231330577.0,4001.0
231330639.0,4001.0
231329899.0,4001.0
231330170.0,4001.0
231330441.0,4001.0
231330704.0,4001.0
231330235.0,4001.0
231329966.0,4001.0
231330507.0,4001.0
231330772.0,4001.0
231330310.0,4001.0
231041522.0,3510.0
231041622.0,3510.0
231041745.0,3510.0
231041849.0,3510.0
231041965.0,3510.0
231042074.0,3510.0
231042302.0,3510.0
231042193.0,3510.0
231042419.0,3510.0
231041499.0,3510.0
231042529.0,3510.0
231279968.0,3101.0
231280062.0,3101.0
231279951.0,3101.0
231319435.0,3746.0
231319475.0,3746.0
231319556.0,3746.0
231319717.0,3746.0
231319796.0,3746.0
231319955.0,3746.0
231320040.0,3746.0
231319463.0,3746.0
231319633.0,3746.0
231319876.0,3746.0
231320126.0,3746.0
231319414.0,3746.0
231315419.0,3707.0
231315202.0,3707.0
231315215.0,3707.0
231315523.0,3707.0
231315301.0,3707.0
231315387.0,3707.0
231317191.0,3727.0
231317440.0,3727.0
231317050.0,3727.0
231317314.0,3727.0
231317578.0,3727.0
231317067.0,3727.0
231317701.0,3727.0
231297913.0,3320.0
231297927.0,3320.0
231298011.0,3320.0
231298095.0,3320.0
231298182.0,3320.0
231298268.0,3320.0
231298355.0,3320.0
231298440.0,3320.0
231298529.0,3320.0
231298619.0,3320.0
231394644.0,3731.0
231394813.0,3731.0
231394996.0,3731.0
231395035.0,3731.0
231395072.0,3731.0
231395089.0,3731.0
231395109.0,3731.0
231395210.0,3731.0
231395305.0,3731.0
231395400.0,3731.0
231395496.0,3731.0
231394659.0,3731.0
231394842.0,3731.0
231395545.0,3731.0
231394682.0,3731.0
231394870.0,3731.0
231395587.0,3731.0
231394707.0,3731.0
231394896.0,3731.0
231395596.0,3731.0
231394733.0,3731.0
231394925.0,3731.0
231394759.0,3731.0
231394961.0,3731.0
231394787.0,3731.0
231162154.0,3571.0
231162307.0,3571.0
231162329.0,3571.0
231162530.0,3571.0
231162793.0,3571.0
231162162.0,3571.0
231162880.0,3571.0
231162354.0,3571.0
231162623.0,3571.0
231162193.0,3571.0
231162202.0,3571.0
231162706.0,3571.0
231162231.0,3571.0
231162441.0,3571.0
231162241.0,3571.0
231162270.0,3571.0
231162278.0,3571.0
231135485.0,3120.0
231135500.0,3120.0
231135681.0,3120.0
231135544.0,3120.0
231135706.0,3120.0
231135718.0,3120.0
231135591.0,3120.0
231135743.0,3120.0
231135751.0,3120.0
231135773.0,3120.0
231135635.0,3120.0
231135783.0,3120.0
231135814.0,3120.0
231287132.0,3209.0
231287255.0,3209.0
231287468.0,3209.0
231287687.0,3209.0
231287903.0,3209.0
231288108.0,3209.0
231287362.0,3209.0
231287570.0,3209.0
231287150.0,3209.0
231287797.0,3209.0
231288002.0,3209.0
231301414.0,3527.0
231301617.0,3527.0
231301711.0,3527.0
