trip_id,vehicle_id
219766892.0,3625
219766930.0,3625
219766726.0,3625
219766758.0,3625
219766805.0,3625
219766858.0,3625
219766541.0,3625
219766586.0,3625
219766621.0,3625
219766689.0,3625
219766474.0,3625
219766507.0,3625
219766657.0,3625
219766012.0,3625
219766027.0,3625
219766072.0,3625
219766102.0,3625
219766146.0,3625
219766181.0,3625
219766671.0,3625
219766330.0,3625
219766365.0,3625
219766295.0,3625
219766394.0,3625
219766440.0,3625
219766216.0,3625
219766246.0,3625
219689746.0,3648
219689840.0,3648
219689978.0,3648
219690040.0,3648
219690111.0,3648
219690331.0,3648
219690607.0,3648
219689794.0,3648
219690401.0,3648
219690676.0,3648
219690474.0,3648
219690180.0,3648
219690253.0,3648
219689912.0,3648
219690540.0,3648
219689732.0,3648
219668024.0,3166
219668257.0,3166
219668530.0,3166
219667815.0,3166
219668100.0,3166
219668328.0,3166
219667885.0,3166
219668595.0,3166
219668181.0,3166
219668398.0,3166
219667954.0,3166
219668655.0,3166
219667486.0,3166
219667545.0,3166
219668466.0,3166
219667474.0,3166
219667613.0,3166
219667680.0,3166
219667751.0,3166
219628750.0,3957
219629019.0,3957
219629141.0,3957
219628876.0,3957
219628734.0,3957
219578310.0,4050
219578429.0,4050
219578542.0,4050
219578662.0,4050
219578166.0,4050
219578185.0,4050
219578777.0,4050
219578885.0,4050
219248053.0,3039
219248222.0,3039
219248507.0,3039
219248317.0,3039
219247945.0,3039
219248141.0,3039
219247968.0,3039
219248412.0,3039
219195499.0,3605
219195516.0,3605
219195618.0,3605
219195706.0,3605
219795472.0,4210
219795595.0,4210
219795716.0,4210
219795970.0,4210
219796102.0,4210
219796376.0,4210
219796509.0,4210
219796753.0,4210
219796630.0,4210
219795842.0,4210
219796236.0,4210
219796878.0,4210
219795461.0,4210
219796973.0,4210
219726815.0,2901
219726868.0,2901
219726794.0,2901
219726930.0,2901
219726984.0,2901
219727052.0,2901
219727106.0,2901
219727176.0,2901
219727237.0,2901
219727296.0,2901
219430746.0,3254
219430962.0,3254
219431162.0,3254
219431367.0,3254
219431434.0,3254
219431656.0,3254
