trip_id,vehicle_id
235095358.0,3625
235095612.0,3625
235095852.0,3625
235096026.0,3625
235096112.0,3625
235096281.0,3625
235096363.0,3625
235095443.0,3625
235095693.0,3625
235095936.0,3625
235096202.0,3625
235096447.0,3625
235095259.0,3625
235095770.0,3625
235095281.0,3625
235095527.0,3625
235020617.0,3648
235020371.0,3648
235020502.0,3648
235020392.0,3648
235020546.0,3648
235020418.0,3648
235020459.0,3648
235020590.0,3648
235020642.0,3648
235020763.0,3648
235020663.0,3648
235020789.0,3648
235020689.0,3648
235020724.0,3648
235020754.0,3648
234962657.0,3957
234962567.0,3957
234962579.0,3957
234962617.0,3957
234962897.0,3957
234963096.0,3957
234963195.0,3957
234963409.0,3957
234963594.0,3957
234963691.0,3957
234962698.0,3957
234962991.0,3957
234962745.0,3957
234963511.0,3957
234963785.0,3957
234963313.0,3957
234962788.0,3957
234962792.0,3957
234963877.0,3957
234963921.0,3957
234861601.0,3516
234861796.0,3516
234861986.0,3516
234861155.0,3516
234861170.0,3516
234861338.0,3516
234861893.0,3516
234861423.0,3516
234861698.0,3516
234862073.0,3516
234861251.0,3516
234861510.0,3516
235494858.0,4050
235495097.0,4050
235495258.0,4050
235495427.0,4050
235495336.0,4050
235495522.0,4050
235494938.0,4050
235495177.0,4050
235494763.0,4050
235495020.0,4050
235495605.0,4050
235494779.0,4050
234870143.0,3605
234870245.0,3605
234870358.0,3605
234870590.0,3605
234870130.0,3605
234870715.0,3605
234870475.0,3605
235132351.0,4210
235132616.0,4210
235132738.0,4210
235132489.0,4210
235132337.0,4210
235053387.0,2901
235053501.0,2901
235053406.0,2901
235053528.0,2901
235053425.0,2901
235053428.0,2901
235053444.0,2901
235053473.0,2901
235053488.0,2901
235053371.0,2901
235079696.0,3254
235079719.0,3254
235079802.0,3254
235079847.0,3254
235079973.0,3254
235079888.0,3254
235079761.0,3254
235079910.0,3254
235079685.0,3254
235079942.0,3254
234957873.0,3741
234957931.0,3741
234957855.0,3741
234865847.0,3556
234865865.0,3556
234865896.0,3556
234865903.0,3556
234866279.0,3556
234866402.0,3556
234865973.0,3556
234866021.0,3556
234866157.0,3556
234865997.0,3556
234866525.0,3556
234866638.0,3556
235117605.0,3940
235117819.0,3940
235118007.0,3940
235117655.0,3940
235118050.0,3940
235117861.0,3940
235118096.0,3940
235117706.0,3940
235117910.0,3940
235117958.0,3940
235117770.0,3940
235118149.0,3940
235117585.0,3940
235118199.0,3940
235036569.0,3956
235036729.0,3956
235036771.0,3956
235036900.0,3956
235037068.0,3956
235037241.0,3956
235037424.0,3956
235037461.0,3956
235036609.0,3956
235036941.0,3956
235037109.0,3956
235037291.0,3956
235036815.0,3956
235036649.0,3956
235036984.0,3956
235037156.0,3956
235037332.0,3956
235036523.0,3956
235036855.0,3956
235037027.0,3956
235037201.0,3956
235037381.0,3956
235036687.0,3956
235036540.0,3956
234914880.0,3055
234915228.0,3055
234914995.0,3055
234914753.0,3055
234914771.0,3055
234915351.0,3055
234915108.0,3055
235028799.0,3921
235028909.0,3921
235029152.0,3921
235029406.0,3921
235029776.0,3921
235030004.0,3921
235029534.0,3921
235030116.0,3921
235029279.0,3921
235030125.0,3921
235029891.0,3921
235029030.0,3921
235030148.0,3921
235029659.0,3921
235028784.0,3921
235030207.0,3921
234772587.0,3560
234772853.0,3560
234773130.0,3560
234773304.0,3560
234772673.0,3560
234773384.0,3560
234772478.0,3560
234772947.0,3560
234773216.0,3560
234772497.0,3560
234772766.0,3560
234773464.0,3560
234773041.0,3560
234927743.0,3235
234927805.0,3235
234928011.0,3235
234928199.0,3235
234928262.0,3235
234927659.0,3235
234928075.0,3235
234927676.0,3235
234927872.0,3235
234927701.0,3235
234927718.0,3235
234928138.0,3235
234927937.0,3235
235038525.0,4001
235038651.0,4001
235038791.0,4001
235038856.0,4001
235038926.0,4001
235038996.0,4001
235039064.0,4001
235039139.0,4001
235039204.0,4001
235039279.0,4001
235039348.0,4001
235039413.0,4001
235039482.0,4001
235038584.0,4001
235038727.0,4001
235038514.0,4001
235090068.0,3510
235090299.0,3510
235090529.0,3510
235090759.0,3510
235090987.0,3510
235090636.0,3510
235090867.0,3510
235091108.0,3510
235090178.0,3510
235090403.0,3510
235090047.0,3510
234990463.0,3101
234990721.0,3101
234990198.0,3101
234990545.0,3101
234990809.0,3101
234990284.0,3101
234990631.0,3101
234990895.0,3101
234990373.0,3101
234990185.0,3101
235025475.0,3746
235025572.0,3746
235025763.0,3746
235025876.0,3746
235025361.0,3746
235025372.0,3746
235025671.0,3746
235025973.0,3746
235021800.0,3707
235021935.0,3707
235022076.0,3707
235021819.0,3707
235021964.0,3707
235022103.0,3707
235021994.0,3707
235021846.0,3707
235021874.0,3707
235022020.0,3707
235021907.0,3707
235022047.0,3707
235006061.0,3320
235006228.0,3320
235006115.0,3320
235005995.0,3320
235006007.0,3320
235006278.0,3320
235006174.0,3320
235106081.0,3731
235106283.0,3731
235106150.0,3731
235105995.0,3731
235106010.0,3731
235106218.0,3731
234867429.0,3571
234867726.0,3571
234866656.0,3571
234866670.0,3571
234866886.0,3571
234867094.0,3571
234867528.0,3571
234867210.0,3571
234867578.0,3571
234867816.0,3571
234866994.0,3571
234866780.0,3571
234867317.0,3571
234867625.0,3571
235067826.0,3137
235068068.0,3137
235068341.0,3137
235068425.0,3137
235068473.0,3137
235068362.0,3137
235067906.0,3137
235068376.0,3137
235068153.0,3137
235067989.0,3137
235068233.0,3137
235067809.0,3137
235500710.0,3527
235500912.0,3527
235501201.0,3527
235501295.0,3527
235501489.0,3527
235501748.0,3527
235501823.0,3527
235501013.0,3527
235501575.0,3527
235500810.0,3527
235501659.0,3527
235501116.0,3527
235501398.0,3527
235500688.0,3527
234724408.0,4237
234724603.0,4237
234724739.0,4237
234724804.0,4237
234724422.0,4237
234724674.0,4237
234724869.0,4237
234724532.0,4237
235097694.0,3634
235097769.0,3634
235098009.0,3634
235098043.0,3634
235097721.0,3634
235097799.0,3634
235098075.0,3634
235097733.0,3634
235097828.0,3634
235097843.0,3634
235098111.0,3634
235097877.0,3634
