trip_id,vehicle_id
232060010.0,3625
232060232.0,3625
232060605.0,3625
232060864.0,3625
232061100.0,3625
232060352.0,3625
232060107.0,3625
232061213.0,3625
232060735.0,3625
232060983.0,3625
232060478.0,3625
232060000.0,3625
232061325.0,3625
231986901.0,3648
231986920.0,3648
231987528.0,3648
231987615.0,3648
231987687.0,3648
231987769.0,3648
231987844.0,3648
231987923.0,3648
231987993.0,3648
231987346.0,3648
231987442.0,3648
231987264.0,3648
231986997.0,3648
231987092.0,3648
231987176.0,3648
231964633.0,3166
231964717.0,3166
231964780.0,3166
231964915.0,3166
231964983.0,3166
231964650.0,3166
231964848.0,3166
231965047.0,3166
231464145.0,3516
231463219.0,3516
231463361.0,3516
231463616.0,3516
231463888.0,3516
231464271.0,3516
231464025.0,3516
231463240.0,3516
231463755.0,3516
231463489.0,3516
231464392.0,3516
231869257.0,4050
231869281.0,4050
231869443.0,4050
231869531.0,4050
231869616.0,4050
231869718.0,4050
231869903.0,4050
231870177.0,4050
231869982.0,4050
231869361.0,4050
231869821.0,4050
231870079.0,4050
232086161.0,4210
232086180.0,4210
232086310.0,4210
232086440.0,4210
232086560.0,4210
232086685.0,4210
231680050.0,2901
231680231.0,2901
231680067.0,2901
231680315.0,2901
231680149.0,2901
231680407.0,2901
232040964.0,3254
232041035.0,3254
232041134.0,3254
232041349.0,3254
232041083.0,3254
232040922.0,3254
232041203.0,3254
232040932.0,3254
232041278.0,3254
232040956.0,3254
231930390.0,3741
231930446.0,3741
231930686.0,3741
231930741.0,3741
231930805.0,3741
231930377.0,3741
231930502.0,3741
231930562.0,3741
231930624.0,3741
231467322.0,3556
231467291.0,3556
231467196.0,3556
231466999.0,3556
231467018.0,3556
231467111.0,3556
232077961.0,3940
232078077.0,3940
232078156.0,3940
232077862.0,3940
232077896.0,3940
232078007.0,3940
232078109.0,3940
232078194.0,3940
232078233.0,3940
232078244.0,3940
232077930.0,3940
232078044.0,3940
232077817.0,3940
232077750.0,3940
232077784.0,3940
232077592.0,3940
232077606.0,3940
232077641.0,3940
232077671.0,3940
232077716.0,3940
231977933.0,3540
231977949.0,3540
231978038.0,3540
231978228.0,3540
231978322.0,3540
231978514.0,3540
231978132.0,3540
231978784.0,3540
231978420.0,3540
231978606.0,3540
231978697.0,3540
232005283.0,3956
232005526.0,3956
232004459.0,3956
232004701.0,3956
232004781.0,3956
232004862.0,3956
232004944.0,3956
232005028.0,3956
232005115.0,3956
232005198.0,3956
232004539.0,3956
232004622.0,3956
232005362.0,3956
232005609.0,3956
232004448.0,3956
232005443.0,3956
231890145.0,3055
231890370.0,3055
231890607.0,3055
231890721.0,3055
231890860.0,3055
231890989.0,3055
231891372.0,3055
231891487.0,3055
231891615.0,3055
231891116.0,3055
231891254.0,3055
231890127.0,3055
231890257.0,3055
231890483.0,3055
231998988.0,3921
231999152.0,3921
231999208.0,3921
231999263.0,3921
231999051.0,3921
231998935.0,3921
231999310.0,3921
231999102.0,3921
231998914.0,3921
231901512.0,3235
231901656.0,3235
231901818.0,3235
231901975.0,3235
231902144.0,3235
231902314.0,3235
231902490.0,3235
231902645.0,3235
231901501.0,3235
232005713.0,4001
232005967.0,4001
232006214.0,4001
232006483.0,4001
232005801.0,4001
232006045.0,4001
232006304.0,4001
232005629.0,4001
232005638.0,4001
232005877.0,4001
232006129.0,4001
232006394.0,4001
232052529.0,3510
232052626.0,3510
232052723.0,3510
232052822.0,3510
232052910.0,3510
232052337.0,3510
232052429.0,3510
232052159.0,3510
232052251.0,3510
232052042.0,3510
232052996.0,3510
232051921.0,3510
232051905.0,3510
231957057.0,3101
231957154.0,3101
231957238.0,3101
231957360.0,3101
231957413.0,3101
231957072.0,3101
231957457.0,3101
231957324.0,3101
231957341.0,3101
231652345.0,3746
231652605.0,3746
231652812.0,3746
231652880.0,3746
231653093.0,3746
231652409.0,3746
231652668.0,3746
231653162.0,3746
231652275.0,3746
231652951.0,3746
231652472.0,3746
231652738.0,3746
231652285.0,3746
231652536.0,3746
231653021.0,3746
231989699.0,3707
231989797.0,3707
231989885.0,3707
231989905.0,3707
231989929.0,3707
231989987.0,3707
231990038.0,3707
231990088.0,3707
231989682.0,3707
231990138.0,3707
231990191.0,3707
231990236.0,3707
231991922.0,3727
231992149.0,3727
231992258.0,3727
231992375.0,3727
231992027.0,3727
231992491.0,3727
231991899.0,3727
231975801.0,3320
231975886.0,3320
231976007.0,3320
231975913.0,3320
231976051.0,3320
231975962.0,3320
231976099.0,3320
231975830.0,3320
231975840.0,3320
231975784.0,3320
231975864.0,3320
232068270.0,3731
232068393.0,3731
232068501.0,3731
232068626.0,3731
232068739.0,3731
232068855.0,3731
232068160.0,3731
232068145.0,3731
233128397.0,3571
233127965.0,3571
233127990.0,3571
233128090.0,3571
233128193.0,3571
233128294.0,3571
233128670.0,3571
233128949.0,3571
233128483.0,3571
233128774.0,3571
233129040.0,3571
233128568.0,3571
233128866.0,3571
231812405.0,3120
231812269.0,3120
231812284.0,3120
231812706.0,3120
231812828.0,3120
231812462.0,3120
231812580.0,3120
