EVENT_NO_TRIP,EVENT_NO_STOP,OPD_DATE,VEHICLE_ID,METERS,ACT_TIME,GPS_LONGITUDE,GPS_LATITUDE,GPS_SATELLITES,GPS_HDOP
240735329,240735337,18JAN2023:00:00:00,4210,10473,21997,-122.593468,45.488322,12.0,0.7
240735329,240735337,18JAN2023:00:00:00,4210,10537,22002,-122.594185,45.488618,12.0,0.7
240735329,240735337,18JAN2023:00:00:00,4210,10600,22007,-122.594883,45.488908,12.0,0.7
240735329,240735338,18JAN2023:00:00:00,4210,10661,22012,-122.595567,45.48919,12.0,0.6
240735329,240735338,18JAN2023:00:00:00,4210,10719,22017,-122.596215,45.489462,12.0,0.7
240735329,240735338,18JAN2023:00:00:00,4210,10776,22022,-122.596845,45.489722,12.0,0.7
240735329,240735338,18JAN2023:00:00:00,4210,10828,22027,-122.597423,45.489977,12.0,0.6
240735329,240735338,18JAN2023:00:00:00,4210,10864,22032,-122.597805,45.490163,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,10919,22062,-122.59844,45.490393,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,10963,22067,-122.598925,45.490592,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11013,22072,-122.599462,45.490843,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11065,22077,-122.599992,45.491138,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11116,22082,-122.600517,45.491427,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11169,22087,-122.60105,45.491723,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11221,22092,-122.601578,45.492015,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11272,22097,-122.602103,45.492303,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11326,22102,-122.602648,45.492607,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11366,22107,-122.603032,45.492857,12.0,0.6
240735329,240735339,18JAN2023:00:00:00,4210,11381,22112,-122.603182,45.492952,12.0,0.6
240735329,240735340,18JAN2023:00:00:00,4210,11449,22142,-122.603893,45.493302,12.0,0.6
240735329,240735340,18JAN2023:00:00:00,4210,11510,22147,-122.604517,45.493635,12.0,0.6
240735329,240735340,18JAN2023:00:00:00,4210,11578,22152,-122.605253,45.493965,12.0,0.6
240735329,240735340,18JAN2023:00:00:00,4210,11646,22157,-122.606005,45.494285,12.0,0.7
240735329,240735340,18JAN2023:00:00:00,4210,11713,22162,-122.606747,45.494605,12.0,0.6
240735329,240735340,18JAN2023:00:00:00,4210,11778,22167,-122.607455,45.49492,12.0,0.6
240735329,240735340,18JAN2023:00:00:00,4210,11837,22172,-122.608065,45.495253,12.0,0.6
240735329,240735340,18JAN2023:00:00:00,4210,11880,22177,-122.60849,45.495505,12.0,0.7
240735329,240735340,18JAN2023:00:00:00,4210,11904,22182,-122.608743,45.495643,12.0,0.6
240735329,240735341,18JAN2023:00:00:00,4210,11925,22302,-122.608953,45.49575,12.0,0.6
240735329,240735341,18JAN2023:00:00:00,4210,11968,22307,-122.609345,45.496012,12.0,0.7
240735329,240735342,18JAN2023:00:00:00,4210,12019,22312,-122.609813,45.496325,12.0,0.6
240735329,240735342,18JAN2023:00:00:00,4210,12073,22317,-122.610318,45.49666,12.0,0.6
240735329,240735342,18JAN2023:00:00:00,4210,12121,22322,-122.610775,45.496963,12.0,0.6
240735329,240735342,18JAN2023:00:00:00,4210,12158,22327,-122.611125,45.497213,12.0,0.6
240735329,240735342,18JAN2023:00:00:00,4210,12172,22332,-122.611225,45.497332,12.0,0.8
240735329,240735343,18JAN2023:00:00:00,4210,12193,22367,-122.611302,45.497497,12.0,0.6
240735329,240735343,18JAN2023:00:00:00,4210,12228,22372,-122.611337,45.497815,12.0,0.7
240735329,240735343,18JAN2023:00:00:00,4210,12262,22377,-122.611337,45.498118,12.0,0.7
240735329,240735344,18JAN2023:00:00:00,4210,12312,22382,-122.611358,45.49855,12.0,0.7
240735329,240735344,18JAN2023:00:00:00,4210,12365,22387,-122.611357,45.499038,12.0,0.6
240735329,240735344,18JAN2023:00:00:00,4210,12420,22392,-122.611343,45.499535,12.0,0.7
240735329,240735344,18JAN2023:00:00:00,4210,12474,22397,-122.611335,45.500028,12.0,0.6
240735329,240735345,18JAN2023:00:00:00,4210,12586,22407,-122.611237,45.50104,12.0,0.8
240735329,240735345,18JAN2023:00:00:00,4210,12642,22412,-122.611048,45.501532,12.0,0.8
240735329,240735345,18JAN2023:00:00:00,4210,12692,22417,-122.611003,45.501995,12.0,0.6
240735329,240735345,18JAN2023:00:00:00,4210,12743,22422,-122.611005,45.50245,12.0,0.7
240735329,240735346,18JAN2023:00:00:00,4210,12796,22427,-122.611008,45.502933,12.0,0.6
240735329,240735346,18JAN2023:00:00:00,4210,12852,22432,-122.61101,45.503442,12.0,1.0
240735329,240735346,18JAN2023:00:00:00,4210,12907,22437,-122.611012,45.503942,12.0,0.7
240735329,240735346,18JAN2023:00:00:00,4210,12956,22442,-122.611012,45.504397,12.0,0.8
240735329,240735346,18JAN2023:00:00:00,4210,12998,22447,-122.61101,45.504787,12.0,1.0
240735372,240735407,18JAN2023:00:00:00,4210,28310,25112,-122.592272,45.48775,12.0,0.8
240735372,240735407,18JAN2023:00:00:00,4210,28368,25117,-122.591622,45.48748,12.0,0.7
240735372,240735407,18JAN2023:00:00:00,4210,28424,25122,-122.590998,45.487218,12.0,0.7
240735372,240735407,18JAN2023:00:00:00,4210,28479,25127,-122.590393,45.486968,12.0,0.7
240735372,240735407,18JAN2023:00:00:00,4210,28526,25132,-122.589858,45.486748,11.0,0.8
240735372,240735407,18JAN2023:00:00:00,4210,28557,25137,-122.58951,45.486605,11.0,0.8
240735372,240735408,18JAN2023:00:00:00,4210,28566,25167,-122.589413,45.486567,12.0,0.8
240735372,240735408,18JAN2023:00:00:00,4210,28590,25172,-122.589152,45.48645,12.0,0.7
240735372,240735408,18JAN2023:00:00:00,4210,28615,25177,-122.588878,45.48633,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,28670,25202,-122.588227,45.486138,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,28722,25207,-122.587613,45.485937,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,28776,25212,-122.586988,45.485727,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,28831,25217,-122.586337,45.485512,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,28889,25222,-122.58566,45.485285,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,28948,25227,-122.584973,45.485053,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,29006,25232,-122.584298,45.484823,12.0,0.7
240735372,240735409,18JAN2023:00:00:00,4210,29061,25237,-122.583662,45.484608,12.0,0.7
240735372,240735410,18JAN2023:00:00:00,4210,29123,25242,-122.582957,45.484343,12.0,0.7
240735372,240735410,18JAN2023:00:00:00,4210,29189,25247,-122.582207,45.484052,12.0,0.7
240735372,240735410,18JAN2023:00:00:00,4210,29254,25252,-122.581482,45.483775,12.0,0.7
240735372,240735410,18JAN2023:00:00:00,4210,29313,25257,-122.58081,45.483508,12.0,0.7
240735372,240735410,18JAN2023:00:00:00,4210,29370,25262,-122.580163,45.483258,12.0,0.7
240735372,240735410,18JAN2023:00:00:00,4210,29414,25267,-122.579675,45.48305,12.0,0.7
240735372,240735410,18JAN2023:00:00:00,4210,29433,25272,-122.579448,45.482943,12.0,0.6
240735372,240735411,18JAN2023:00:00:00,4210,29500,25316,-122.578702,45.482678,12.0,0.7
240735372,240735411,18JAN2023:00:00:00,4210,29557,25322,-122.578065,45.482438,12.0,0.6
240735372,240735411,18JAN2023:00:00:00,4210,29612,25327,-122.577428,45.482212,12.0,0.6
240735372,240735411,18JAN2023:00:00:00,4210,29666,25332,-122.576773,45.482045,12.0,0.6
240735372,240735411,18JAN2023:00:00:00,4210,29722,25337,-122.576083,45.48188,12.0,0.6
240735372,240735411,18JAN2023:00:00:00,4210,29777,25342,-122.575407,45.481718,12.0,0.6
240735372,240735411,18JAN2023:00:00:00,4210,29838,25347,-122.574677,45.481538,12.0,0.8
240735372,240735412,18JAN2023:00:00:00,4210,29967,25357,-122.573097,45.481138,12.0,0.6
240735372,240735412,18JAN2023:00:00:00,4210,30030,25362,-122.57235,45.48092,12.0,0.6
240735372,240735412,18JAN2023:00:00:00,4210,30088,25367,-122.57166,45.480708,12.0,0.7
240735372,240735412,18JAN2023:00:00:00,4210,30140,25371,-122.571048,45.480505,12.0,0.8
240735372,240735412,18JAN2023:00:00:00,4210,30189,25376,-122.57061,45.480178,12.0,0.7
240735372,240735413,18JAN2023:00:00:00,4210,30245,25381,-122.570377,45.479708,12.0,0.7
240735372,240735413,18JAN2023:00:00:00,4210,30295,25386,-122.570003,45.479337,12.0,0.7
240735372,240735413,18JAN2023:00:00:00,4210,30331,25391,-122.569565,45.479185,12.0,0.7
240735372,240735413,18JAN2023:00:00:00,4210,30346,25396,-122.56936,45.479155,12.0,0.7
240735372,240735413,18JAN2023:00:00:00,4210,30359,25401,-122.569208,45.479143,12.0,0.7
240735372,240735413,18JAN2023:00:00:00,4210,30380,25406,-122.56893,45.479115,12.0,0.8
240735372,240735414,18JAN2023:00:00:00,4210,30456,25431,-122.56803,45.478947,12.0,0.8
240735372,240735414,18JAN2023:00:00:00,4210,30518,25436,-122.56731,45.478707,11.0,1.2
240735372,240735414,18JAN2023:00:00:00,4210,30582,25441,-122.56654,45.478503,12.0,0.8
240735372,240735414,18JAN2023:00:00:00,4210,30651,25446,-122.565702,45.478277,10.0,1.2
240735372,240735415,18JAN2023:00:00:00,4210,30694,25451,-122.565153,45.478128,12.0,0.7
240735372,240735415,18JAN2023:00:00:00,4210,30711,25456,-122.564927,45.478065,12.0,0.7
240735372,240735416,18JAN2023:00:00:00,4210,30732,25491,-122.5647,45.478012,12.0,0.7
240735372,240735416,18JAN2023:00:00:00,4210,30777,25496,-122.564163,45.477873,12.0,0.7
240735372,240735416,18JAN2023:00:00:00,4210,30818,25501,-122.563635,45.477775,12.0,0.7
240735372,240735416,18JAN2023:00:00:00,4210,30847,25506,-122.563372,45.477918,12.0,0.7
240735372,240735416,18JAN2023:00:00:00,4210,30877,25511,-122.563405,45.478213,12.0,0.7
240735372,240735417,18JAN2023:00:00:00,4210,30885,25526,-122.563433,45.478293,12.0,0.7
240735372,240735417,18JAN2023:00:00:00,4210,30916,25531,-122.563725,45.478455,12.0,0.7
240735372,240735418,18JAN2023:00:00:00,4210,30961,25541,-122.564268,45.478612,12.0,0.7
240735372,240735418,18JAN2023:00:00:00,4210,30967,25546,-122.564377,45.47864,12.0,0.7
240735372,240735419,18JAN2023:00:00:00,4210,30969,25571,-122.564393,45.478643,12.0,0.7
240735372,240735419,18JAN2023:00:00:00,4210,31000,25576,-122.564713,45.478737,12.0,0.8
240735372,240735419,18JAN2023:00:00:00,4210,31039,25581,-122.565197,45.478897,12.0,0.8
240735372,240735419,18JAN2023:00:00:00,4210,31057,25586,-122.565442,45.478972,12.0,0.9
240735421,240735422,18JAN2023:00:00:00,4210,31201,27066,-122.567188,45.47946,10.0,0.7
240735421,240735422,18JAN2023:00:00:00,4210,31218,27071,-122.567397,45.479528,10.0,0.7
240735421,240735423,18JAN2023:00:00:00,4210,31254,27111,-122.56786,45.479608,9.0,1.0
240735421,240735423,18JAN2023:00:00:00,4210,31281,27116,-122.568195,45.479692,10.0,0.9
240735421,240735423,18JAN2023:00:00:00,4210,31288,27121,-122.568297,45.479723,11.0,0.9
240735421,240735424,18JAN2023:00:00:00,4210,31290,27141,-122.568308,45.479732,10.0,0.8
240735421,240735424,18JAN2023:00:00:00,4210,31308,27146,-122.568522,45.479792,12.0,1.0
240735421,240735424,18JAN2023:00:00:00,4210,31352,27151,-122.56904,45.479945,11.0,1.0
240735421,240735424,18JAN2023:00:00:00,4210,31402,27156,-122.569642,45.480128,11.0,0.7
240735421,240735424,18JAN2023:00:00:00,4210,31457,27161,-122.57028,45.480333,10.0,1.0
240735421,240735425,18JAN2023:00:00:00,4210,31515,27166,-122.570967,45.48055,12.0,0.7
240735421,240735425,18JAN2023:00:00:00,4210,31577,27171,-122.571693,45.480773,12.0,0.7
240735421,240735425,18JAN2023:00:00:00,4210,31637,27176,-122.572412,45.480982,12.0,0.7
240735421,240735426,18JAN2023:00:00:00,4210,31698,27181,-122.57314,45.481202,12.0,0.7
240735421,240735426,18JAN2023:00:00:00,4210,31759,27186,-122.573885,45.481388,12.0,0.7
240735421,240735426,18JAN2023:00:00:00,4210,31817,27191,-122.5746,45.481562,12.0,0.7
240735421,240735426,18JAN2023:00:00:00,4210,31875,27196,-122.575305,45.481737,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,31933,27201,-122.576018,45.48191,11.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,31969,27206,-122.576488,45.482028,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,31972,27210,-122.576542,45.482042,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,31972,27211,-122.576542,45.482042,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,31973,27214,-122.576542,45.482042,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,31977,27216,-122.57659,45.482055,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,32010,27221,-122.576975,45.482147,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,32050,27226,-122.577468,45.482268,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,32077,27231,-122.577788,45.482382,12.0,0.7
240735421,240735427,18JAN2023:00:00:00,4210,32095,27236,-122.578002,45.482465,12.0,0.7
240735421,240735428,18JAN2023:00:00:00,4210,32100,27271,-122.578058,45.482488,12.0,0.7
240735464,240735498,18JAN2023:00:00:00,4210,51502,31114,-122.59004,45.486832,12.0,0.9
240735464,240735498,18JAN2023:00:00:00,4210,51527,31119,-122.58978,45.486722,12.0,0.9
240735464,240735498,18JAN2023:00:00:00,4210,51564,31124,-122.589378,45.486558,12.0,0.8
240735464,240735498,18JAN2023:00:00:00,4210,51602,31129,-122.588955,45.486365,12.0,0.7
240735464,240735498,18JAN2023:00:00:00,4210,51621,31134,-122.588718,45.48627,12.0,0.7
240735464,240735499,18JAN2023:00:00:00,4210,51701,31159,-122.587825,45.486007,12.0,0.7
240735464,240735499,18JAN2023:00:00:00,4210,51764,31164,-122.587095,45.485757,12.0,0.8
240735464,240735499,18JAN2023:00:00:00,4210,51831,31169,-122.58631,45.485498,12.0,0.7
240735464,240735499,18JAN2023:00:00:00,4210,51894,31174,-122.585565,45.485245,12.0,0.7
240735464,240735499,18JAN2023:00:00:00,4210,51932,31179,-122.585095,45.485088,12.0,0.7
240735464,240735499,18JAN2023:00:00:00,4210,51963,31184,-122.584732,45.484968,12.0,0.7
240735464,240735499,18JAN2023:00:00:00,4210,52005,31189,-122.584252,45.4848,12.0,0.7
240735464,240735499,18JAN2023:00:00:00,4210,52038,31194,-122.58387,45.484633,12.0,0.7
240735464,240735500,18JAN2023:00:00:00,4210,52153,31219,-122.582587,45.484192,12.0,0.7
240735464,240735500,18JAN2023:00:00:00,4210,52217,31224,-122.581865,45.483913,12.0,0.7
240735464,240735500,18JAN2023:00:00:00,4210,52278,31229,-122.581177,45.483642,12.0,0.7
240735464,240735500,18JAN2023:00:00:00,4210,52340,31234,-122.580468,45.483372,12.0,0.7
240735464,240735500,18JAN2023:00:00:00,4210,52394,31239,-122.579842,45.483127,12.0,0.7
240735464,240735500,18JAN2023:00:00:00,4210,52422,31244,-122.579503,45.482963,12.0,0.7
240735464,240735501,18JAN2023:00:00:00,4210,52495,31269,-122.578722,45.482683,12.0,0.7
240735464,240735501,18JAN2023:00:00:00,4210,52558,31274,-122.578015,45.482417,12.0,0.7
240735464,240735501,18JAN2023:00:00:00,4210,52619,31279,-122.577293,45.482172,12.0,0.7
240735464,240735501,18JAN2023:00:00:00,4210,52680,31284,-122.576558,45.481988,12.0,0.7
240735464,240735501,18JAN2023:00:00:00,4210,52744,31289,-122.575775,45.481802,12.0,0.7
240735464,240735501,18JAN2023:00:00:00,4210,52805,31294,-122.575025,45.481615,12.0,0.9
240735464,240735501,18JAN2023:00:00:00,4210,52839,31299,-122.574567,45.48149,12.0,0.8
240735464,240735502,18JAN2023:00:00:00,4210,52892,31324,-122.573907,45.481343,12.0,0.7
240735464,240735502,18JAN2023:00:00:00,4210,52922,31329,-122.573573,45.481262,12.0,0.7
240735464,240735502,18JAN2023:00:00:00,4210,52972,31334,-122.572992,45.481107,12.0,0.7
240735464,240735502,18JAN2023:00:00:00,4210,53036,31339,-122.572255,45.480888,12.0,0.7
240735464,240735502,18JAN2023:00:00:00,4210,53101,31344,-122.571468,45.480643,12.0,0.7
240735464,240735502,18JAN2023:00:00:00,4210,53167,31350,-122.570737,45.480323,11.0,0.9
240735464,240735503,18JAN2023:00:00:00,4210,53228,31355,-122.57044,45.479825,12.0,0.7
240735464,240735503,18JAN2023:00:00:00,4210,53290,31361,-122.570003,45.47935,11.0,0.9
240735464,240735503,18JAN2023:00:00:00,4210,53338,31366,-122.569415,45.479205,11.0,0.9
240735464,240735503,18JAN2023:00:00:00,4210,53399,31372,-122.568655,45.479128,12.0,0.9
240735464,240735504,18JAN2023:00:00:00,4210,53461,31377,-122.567935,45.47892,11.0,0.8
240735464,240735504,18JAN2023:00:00:00,4210,53528,31382,-122.567155,45.478667,11.0,0.9
240735464,240735504,18JAN2023:00:00:00,4210,53597,31387,-122.566322,45.478452,12.0,0.8
240735464,240735505,18JAN2023:00:00:00,4210,53704,31399,-122.564918,45.478073,12.0,0.8
240735464,240735506,18JAN2023:00:00:00,4210,53711,31435,-122.564853,45.47805,12.0,0.7
240735464,240735506,18JAN2023:00:00:00,4210,53745,31440,-122.564493,45.47796,12.0,0.7
240735464,240735506,18JAN2023:00:00:00,4210,53793,31445,-122.563917,45.477817,12.0,0.7
240735464,240735506,18JAN2023:00:00:00,4210,53824,31450,-122.563478,45.477792,12.0,1.3
240735464,240735506,18JAN2023:00:00:00,4210,53863,31456,-122.563372,45.478108,11.0,0.9
240735464,240735506,18JAN2023:00:00:00,4210,53876,31460,-122.56339,45.478255,12.0,0.9
240735464,240735506,18JAN2023:00:00:00,4210,53918,31466,-122.563735,45.478493,12.0,0.7
240735464,240735507,18JAN2023:00:00:00,4210,53958,31471,-122.56424,45.478603,12.0,0.7
240735464,240735507,18JAN2023:00:00:00,4210,53977,31477,-122.564518,45.478665,12.0,0.9
240735464,240735508,18JAN2023:00:00:00,4210,53978,31507,-122.564537,45.47867,11.0,0.9
240735464,240735508,18JAN2023:00:00:00,4210,54011,31512,-122.564865,45.478783,11.0,0.9
240735464,240735508,18JAN2023:00:00:00,4210,54058,31517,-122.565428,45.478963,11.0,0.8
240735464,240735508,18JAN2023:00:00:00,4210,54089,31522,-122.565857,45.479073,12.0,1.3
240735464,240735508,18JAN2023:00:00:00,4210,54093,31527,-122.565938,45.479093,11.0,0.9
240735464,240735508,18JAN2023:00:00:00,4210,54093,31528,-122.565938,45.479093,11.0,0.9
240735464,240735508,18JAN2023:00:00:00,4210,54093,31532,-122.565938,45.479093,10.0,1.2
240735464,240735508,18JAN2023:00:00:00,4210,54093,31537,-122.565938,45.479093,11.0,1.3
240735464,240735508,18JAN2023:00:00:00,4210,54093,31542,-122.565938,45.479093,11.0,1.2
240735464,240735508,18JAN2023:00:00:00,4210,54093,31547,-122.565938,45.479093,12.0,0.9
240735464,240735508,18JAN2023:00:00:00,4210,54093,31552,-122.565938,45.479093,9.0,1.0
240735464,240735508,18JAN2023:00:00:00,4210,54093,31557,-122.565938,45.479093,10.0,0.9
240735464,240735508,18JAN2023:00:00:00,4210,54093,31562,-122.565938,45.479093,11.0,1.0
240735464,240735508,18JAN2023:00:00:00,4210,54093,31567,-122.565938,45.479093,9.0,1.0
240735510,240735511,18JAN2023:00:00:00,4210,54215,32537,-122.567415,45.479508,11.0,0.9
240735510,240735512,18JAN2023:00:00:00,4210,54232,32562,-122.567648,45.479557,11.0,0.9
240735510,240735512,18JAN2023:00:00:00,4210,54267,32567,-122.568075,45.479658,9.0,0.9
240735510,240735512,18JAN2023:00:00:00,4210,54288,32572,-122.568328,45.479728,11.0,1.0
240735510,240735513,18JAN2023:00:00:00,4210,54310,32607,-122.568595,45.479803,11.0,0.9
240735510,240735513,18JAN2023:00:00:00,4210,54355,32612,-122.569128,45.479968,11.0,0.9
240735510,240735513,18JAN2023:00:00:00,4210,54400,32617,-122.569665,45.480145,11.0,1.2
240735510,240735513,18JAN2023:00:00:00,4210,54419,32622,-122.569883,45.480233,11.0,0.9
240735510,240735514,18JAN2023:00:00:00,4210,54462,32647,-122.57038,45.480388,11.0,0.9
240735510,240735514,18JAN2023:00:00:00,4210,54516,32652,-122.57102,45.480582,11.0,0.9
240735510,240735514,18JAN2023:00:00:00,4210,54570,32657,-122.571667,45.480777,11.0,0.9
240735510,240735514,18JAN2023:00:00:00,4210,54611,32662,-122.57216,45.480935,11.0,0.9
240735510,240735515,18JAN2023:00:00:00,4210,54652,32682,-122.572652,45.48107,11.0,0.9
240735510,240735515,18JAN2023:00:00:00,4210,54701,32687,-122.57323,45.481237,11.0,0.9
240735510,240735515,18JAN2023:00:00:00,4210,54755,32692,-122.5739,45.481403,11.0,0.9
240735510,240735515,18JAN2023:00:00:00,4210,54815,32697,-122.574627,45.48158,11.0,0.9
240735510,240735515,18JAN2023:00:00:00,4210,54879,32702,-122.575405,45.481772,11.0,0.9
240735510,240735516,18JAN2023:00:00:00,4210,54940,32707,-122.576162,45.48196,11.0,0.9
240735510,240735516,18JAN2023:00:00:00,4210,55000,32712,-122.576895,45.482142,11.0,0.9
240735510,240735516,18JAN2023:00:00:00,4210,55059,32717,-122.577608,45.482338,11.0,0.9
240735510,240735516,18JAN2023:00:00:00,4210,55117,32722,-122.578272,45.48259,11.0,0.9
240735510,240735516,18JAN2023:00:00:00,4210,55155,32727,-122.578722,45.482762,11.0,0.9
240735510,240735517,18JAN2023:00:00:00,4210,55159,32782,-122.578773,45.482778,11.0,0.9
240735510,240735517,18JAN2023:00:00:00,4210,55171,32787,-122.578902,45.482828,11.0,0.9
240735510,240735517,18JAN2023:00:00:00,4210,55206,32792,-122.579273,45.482995,10.0,0.9
240735510,240735517,18JAN2023:00:00:00,4210,55233,32797,-122.579572,45.48314,10.0,0.9
240735553,240735587,18JAN2023:00:00:00,4210,74844,36471,-122.586132,45.48544,12.0,0.6
240735553,240735587,18JAN2023:00:00:00,4210,74914,36476,-122.585313,45.485163,12.0,0.7
240735553,240735587,18JAN2023:00:00:00,4210,74984,36481,-122.584493,45.484888,12.0,0.6
240735553,240735587,18JAN2023:00:00:00,4210,75050,36486,-122.583727,45.48463,12.0,0.7
240735553,240735588,18JAN2023:00:00:00,4210,75120,36491,-122.582925,45.484328,12.0,0.6
240735553,240735588,18JAN2023:00:00:00,4210,75190,36496,-122.582132,45.484022,12.0,0.7
240735553,240735588,18JAN2023:00:00:00,4210,75257,36501,-122.58137,45.483727,12.0,0.6
240735553,240735588,18JAN2023:00:00:00,4210,75322,36506,-122.580633,45.483435,12.0,0.6
240735553,240735588,18JAN2023:00:00:00,4210,75381,36511,-122.579957,45.48316,12.0,0.7
240735553,240735588,18JAN2023:00:00:00,4210,75416,36516,-122.579525,45.48297,12.0,0.6
240735553,240735589,18JAN2023:00:00:00,4210,75502,36546,-122.578585,45.482625,12.0,0.7
240735553,240735589,18JAN2023:00:00:00,4210,75555,36551,-122.577987,45.482403,12.0,0.6
240735553,240735589,18JAN2023:00:00:00,4210,75608,36556,-122.577373,45.48219,12.0,0.6
240735553,240735589,18JAN2023:00:00:00,4210,75661,36561,-122.576727,45.482028,12.0,0.7
